ID Parola,POS,Gramm,Parola,No punct,Standard,Lemma,Inglese,NR06,NR94,R20,Temp
1132601100,D-,--------,καὶ,καὶ,καί,καί,and,anche,anche,anche,
1132601200,RA,----NPN-,τὰ,τὰ,τά,ὁ,-,la,le,le,
1132601300,N-,----NPN-,ζιζάνια.,ζιζάνια,ζιζάνια,ζιζάνιον,darnel grass,zizzania,zizzanie,zizzanie,
1132700100,V-,-AAPNPM-,προσελθόντες,προσελθόντες,προσελθόντες,προσέρχομαι,to move toward,vennero8 a9,vennero8 a9,vennero7 a8,
1132700200,C-,--------,δὲ,δὲ,δέ,δέ,and,E1,E1,-,
1132700300,RA,----NPM-,οἱ,οἱ,οἱ,ὁ,-,i2,i2,I1,
1132700400,N-,----NPM-,δοῦλοι,δοῦλοι,δοῦλοι,δοῦλος,subservient to,servi3,servi3,servitori2,
1132700500,RA,----GSM-,τοῦ,τοῦ,τοῦ,ὁ,-,del4,del4,del3,
1132700600,N-,----GSM-,οἰκοδεσπότου,οἰκοδεσπότου,οἰκοδεσπότου,οἰκοδεσπότης,master of the household,padrone5 di6 casa7,padrone5 di6 casa7,padrone4 di5 casa6,
1132700700,V-,3AAI-P--,εἶπον,εἶπον,εἶπον,λέγω,to say,dirgli,dirgli,dirgli,
1132700800,RP,----DSM-,αὐτῷ·,αὐτῷ,αὐτῷ,αὐτός,same,<,<,<,
1132700900,N-,----VSM-,"Κύριε,",Κύριε,κύριε,κύριος,Lord,Signore,Signore,Signore,
1132701000,X-,--------,οὐχὶ,οὐχὶ,οὐχί,οὐχί,not,non,non,non,
1132701100,A-,----ASN-,καλὸν,καλὸν,καλόν,καλός,good,buon3,buon3,buona4,
1132701200,N-,----ASN-,σπέρμα,σπέρμα,σπέρμα,σπέρμα,seed,seme4,seme4,semenza5,
1132701300,V-,2AAI-S--,ἔσπειρας,ἔσπειρας,ἔσπειρας,σπείρω,to sow,avevi1 seminato2,avevi1 seminato2,hai1 tu2 seminato3,
1132701400,P-,--------,ἐν,ἐν,ἐν,ἐν,inside,nel,nel,nel,
1132701500,RA,----DSM-,τῷ,τῷ,τῷ,ὁ,-,<,<,<,
1132701600,A-,----DSM-,σῷ,σῷ,σῷ,σός,your,tuo,tuo,tuo,
1132701700,N-,----DSM-,ἀγρῷ;,ἀγρῷ,ἀγρῷ,ἀγρός,G0068,campo,campo,campo,
1132701800,D-,--------,πόθεν,πόθεν,πόθεν,πόθεν,from where? whence? where?,Come mai,Come mai,Come mai,
1132701900,C-,--------,οὖν,οὖν,οὖν,οὖν,so,dunque,dunque,dunque,
1132702000,V-,3PAI-S--,ἔχει,ἔχει,ἔχει,ἔχω,-,{c'} è,{c'} è,{c'} è,
1132702100,N-,----APN-,ζιζάνια;,ζιζάνια,ζιζάνια,ζιζάνιον,G2215,della zizzania,della zizzania,della zizzania,
1132800100,RA,----NSM-,ὁ,ὁ,ὁ,ὁ,-,Egli,Egli,Egli,
1132800200,C-,--------,δὲ,δὲ,δέ,δέ,and,-,-,-,
1132800300,V-,3IAI-S--,ἔφη,ἔφη,ἔφη,φημί,to say,disse,disse,disse,
1132800400,RP,----DPM-,αὐτοῖς·,αὐτοῖς,αὐτοῖς,αὐτός,same,loro,loro,loro,
1132800500,A-,----NSM-,Ἐχθρὸς,Ἐχθρὸς,ἐχθρός,ἐχθρός,being an enemy,Un nemico,Un nemico,Un nemico,
1132800600,N-,----NSM-,ἄνθρωπος,ἄνθρωπος,ἄνθρωπος,ἄνθρωπος,(in the singular) person,<,<,<,
1132800700,RD,----ASN-,τοῦτο,τοῦτο,τοῦτο,οὗτος,-,questo3,questo3,questo3,
1132800800,V-,3AAI-S--,ἐποίησεν.,ἐποίησεν,ἐποίησε(ν),ποιέω,to do,ha1 fatto2,ha1 fatto2,ha1 fatto2,
1132800900,RA,----NPM-,οἱ,οἱ,οἱ,ὁ,-,I,I,i5,
1132801000,C-,--------,δὲ,δὲ,δέ,δέ,and,-,-,E4,
1132801100,N-,----NPM-,δοῦλοι,δοῦλοι,δοῦλοι,δοῦλος,subservient to,servi,servi,servitori,
1132801150,V-,1AAI-S--,εἶπον,εἶπον,εἶπον,λέγω,,dissero2,dissero2,dissero2,
1132801200,RP,----DSM-,αὐτῷ,αὐτῷ,αὐτῷ,αὐτός,same,gli1,gli1,gli1,
1132801300,V-,3PAI-P--,λέγουσιν·,λέγουσιν,λέγουσι(ν),λέγω,to say,*,*,*,
1132801400,V-,2PAI-S--,Θέλεις,Θέλεις,θέλεις,θέλω,-,Vuoi {che},Vuoi {che},Vuoi tu {che},
1132801500,C-,--------,οὖν,οὖν,οὖν,οὖν,so,-,-,-,
1132801600,V-,-AAPNPM-,ἀπελθόντες,ἀπελθόντες,ἀπελθόντες,ἀπέρχομαι,to go away,andiamo a,andiamo a,andiamo2 a3,
1132801700,V-,1AAS-P--,συλλέξωμεν,συλλέξωμεν,συλλέξωμεν,συλλέγω,to pick,coglierla,coglierla,cogliere4,
1132801800,RP,----APN-,αὐτά;,αὐτά,αὐτά,αὐτός,G0846,<,<,le1,
1132900100,RA,----NSM-,ὁ,ὁ,ὁ,ὁ,-,egli2,egli2,egli2,
1132900200,C-,--------,δέ,δέ,δέ,δέ,and,Ma1,Ma1,Ma1,
1132900300,V-,3PAI-S--,φησιν·,φησιν,φησί(ν),φημί,to say,*,*,*,
1132900350,V-,3IAI-S--,ἔφη·,ἔφη,ἔφη,φημί,,rispose,rispose,rispose,
1132900400,X-,--------,"Οὔ,",Οὔ,οὔ,οὔ,-,No,No,No,
1132900500,C-,--------,μήποτε,μήποτε,μήποτε,μήποτε,-,affinché1 non5,affinché1 non5,affinché1 non5,
1132900600,V-,-PAPNPM-,συλλέγοντες,συλλέγοντες,συλλέγοντες,συλλέγω,to pick,cogliendo2,cogliendo2,cogliendo2,
1132900700,RA,----APN-,τὰ,τὰ,τά,ὁ,-,la3,le3,le3,
1132900800,N-,----APN-,ζιζάνια,ζιζάνια,ζιζάνια,ζιζάνιον,darnel grass,zizzania4,zizzanie4,zizzanie4,
1132900900,V-,2AAS-P--,ἐκριζώσητε,ἐκριζώσητε,ἐκριζώσητε,ἐκριζόω,to uproot,sradichiate,sradichiate,sradichiate,
1132901000,P-,--------,ἅμα,ἅμα,ἅμα,ἅμα,at the same time,insieme ad,insieme con,insieme con,
1132901100,RP,----DPM-,αὐτοῖς,αὐτοῖς,αὐτοῖς,αὐτός,same,essa,esse,esse,
1132901200,RA,----ASM-,τὸν,τὸν,τόν,ὁ,-,{anche} il,il,il,
1132901300,N-,----ASM-,σῖτον·,σῖτον,σῖτον,σῖτος,-,grano,grano,grano,
1133000100,V-,2AAD-P--,ἄφετε,ἄφετε,ἄφετε,ἀφίημι,to let go away,Lasciate {che},Lasciate {che},Lasciate {che},
1133000200,V-,-PPN----,συναυξάνεσθαι,συναυξάνεσθαι,συναυξάνεσθαι,συναυξάνομαι,-,crescano4 insieme5,crescano4 insieme5,crescano4 insieme5,
1133000300,A-,----APN-,ἀμφότερα,ἀμφότερα,ἀμφότερα,ἀμφότεροι,-,tutti1 e2 due3,tutti1 e2 due3,tutti1 e2 due3,
1133000400,P-,--------,μέχρι,μέχρι,μέχρι(ς),μέχρι(ς),-,fino,fino,fino,
1133000500,RA,----GSM-,τοῦ,τοῦ,τοῦ,ὁ,-,alla,alla,alla,
1133000600,N-,----GSM-,θερισμοῦ·,θερισμοῦ,θερισμοῦ,θερισμός,harvest,mietitura,mietitura,mietitura,
1133000700,C-,--------,καὶ,καὶ,καί,καί,and,e,e,e,
1133000800,P-,--------,ἐν,ἐν,ἐν,ἐν,inside,al,al,al,
1133000900,N-,----DSM-,καιρῷ,καιρῷ,καιρῷ,καιρός,time,tempo,tempo,tempo,
1133001000,RA,----GSM-,τοῦ,τοῦ,τοῦ,ὁ,-,della,della,della,
1133001100,N-,----GSM-,θερισμοῦ,θερισμοῦ,θερισμοῦ,θερισμός,harvest,mietitura,mèsse,mietitura,
1133001200,V-,1FAI-S--,ἐρῶ,ἐρῶ,ἐρῶ,λέγω,to say,dirò,dirò,io dirò,
1133001300,RA,----DPM-,τοῖς,τοῖς,τοῖς,ὁ,-,ai,ai,ai,
1133001400,N-,----DPM-,θερισταῖς·,θερισταῖς,θερισταῖς,θεριστής,reaper,mietitori,mietitori,mietitori,
1133001500,V-,2AAD-P--,Συλλέξατε,Συλλέξατε,συλλέξατε,συλλέγω,to pick,Cogliete,Cogliete,cogliete,
1133001600,A-,----ASN-,πρῶτον,πρῶτον,πρῶτον,πρῶτος,-,prima,prima,prima,
1133001700,RA,----APN-,τὰ,τὰ,τά,ὁ,-,la,le,le,
1133001800,N-,----APN-,ζιζάνια,ζιζάνια,ζιζάνια,ζιζάνιον,darnel grass,zizzania,zizzanie,zizzanie,
1133001900,C-,--------,καὶ,καὶ,καί,καί,and,e,e,e,
1133002000,V-,2AAD-P--,δήσατε,δήσατε,δήσατε,δέω,to tie,legatela,legatele,legatele,
1133002100,RP,----APN-,αὐτὰ,αὐτὰ,αὐτά,αὐτός,same,<,<,<,
1133002200,P-,--------,εἰς,εἰς,εἰς,εἰς,to,in,in,in,
1133002300,N-,----APF-,δέσμας,δέσμας,δέσμας,δέσμη,bundle,fasci,fasci,fasci,
1133002400,P-,--------,πρὸς,πρὸς,πρός,πρός,to,per,per,per,
1133002500,RA,----ASN-,τὸ,τὸ,τό,ὁ,-,>,>,>,
1133002600,V-,-AAN----,κατακαῦσαι,κατακαῦσαι,κατακαῦσαι,κατακαίω,to burn something down,bruciarla,bruciarle,bruciarle,
1133002700,RP,----APN-,"αὐτά,",αὐτά,αὐτά,αὐτός,same,<,<,<,
1133002800,RA,----ASM-,τὸν,τὸν,τόν,ὁ,-,il2,il2,il2,
1133002900,C-,--------,δὲ,δὲ,δέ,δέ,and,ma1,ma1,ma1,
1133003000,N-,----ASM-,σῖτον,σῖτον,σῖτον,σῖτος,-,grano,grano,grano,
1133003100,V-,2AAD-P--,συναγάγετε,συναγάγετε,συναγάγετε,συνάγω,to gather together,raccoglietelo,raccoglietelo,raccoglietelo,
1133003200,P-,--------,εἰς,εἰς,εἰς,εἰς,to,nel,nel,nel,
1133003300,RA,----ASF-,τὴν,τὴν,τήν,ὁ,-,<,<,<,
1133003400,N-,----ASF-,ἀποθήκην,ἀποθήκην,ἀποθήκην,ἀποθήκη,barn,granaio2,granaio2,granaio2,
1133003500,RP,----GS--,μου.,μου,μου,ἐγώ,-,mio1,mio1,mio1,
1133100100,A-,----ASF-,Ἄλλην,Ἄλλην,ἄλλην,ἄλλος,different,un'4 altra5,un'4 altra5,un'4 altra5,
1133100200,N-,----ASF-,παραβολὴν,παραβολὴν,παραβολήν,παραβολή,parable,parabola6,parabola6,parabola6,
1133100300,V-,3AAI-S--,παρέθηκεν,παρέθηκεν,παρέθηκε(ν),παρατίθημι,to give food to,Egli1 propose2,Egli1 propose2,Egli1 propose2,
1133100400,RP,----DPM-,αὐτοῖς,αὐτοῖς,αὐτοῖς,αὐτός,same,loro3,loro3,loro3,
1133100500,V-,-PAPNSM-,λέγων·,λέγων,λέγων,λέγω,to say,dicendo,dicendo,dicendo,
1133100600,A-,----NSF-,Ὁμοία,Ὁμοία,ὁμοία,ὅμοιος,like,simile6 a7,simile6 a7,simile6 a7,
1133100700,V-,3PAI-S--,ἐστὶν,ἐστὶν,ἐστί(ν),εἰμί,-,è5,è5,è5,
1133100800,RA,----NSF-,ἡ,ἡ,ἡ,ὁ,-,Il1,Il1,Il1,
1133100900,N-,----NSF-,βασιλεία,βασιλεία,βασιλεία,βασιλεία,rule,regno2,regno2,regno2,
1133101000,RA,----GPM-,τῶν,τῶν,τῶν,ὁ,-,dei3,dei3,dei3,
1133101100,N-,----GPM-,οὐρανῶν,οὐρανῶν,οὐρανῶν,οὐρανός,sky,cieli4,cieli4,cieli4,
1133101200,N-,----DSM-,κόκκῳ,κόκκῳ,κόκκῳ,κόκκος,seed,un granello,un granello,un granello,
1133101300,N-,----GSN-,"σινάπεως,",σινάπεως,σινάπεως,σίναπι,mustard plant,di senape,di senape,di senape,
1133101400,RR,----ASM-,ὃν,ὃν,ὅν,ὅς,-,che,che,che,
1133101500,V-,-AAPNSM-,λαβὼν,λαβὼν,λαβών,λαμβάνω,to take hold of,ha3 preso4,prende3,prende3,
1133101600,N-,----NSM-,ἄνθρωπος,ἄνθρωπος,ἄνθρωπος,ἄνθρωπος,(in the singular) person,un1 uomo2,un1 uomo2,un1 uomo2,
1133101700,V-,3AAI-S--,ἔσπειρεν,ἔσπειρεν,ἔσπειρε(ν),σπείρω,to sow,{e} seminato,{e} semina,{e} semina,
1133101800,P-,--------,ἐν,ἐν,ἐν,ἐν,inside,nel,nel,nel,
1133101900,RA,----DSM-,τῷ,τῷ,τῷ,ὁ,-,<,<,<,
1133102000,N-,----DSM-,ἀγρῷ,ἀγρῷ,ἀγρῷ,ἀγρός,field,campo2,campo2,campo2,
1133102100,RP,----GSM-,αὐτοῦ·,αὐτοῦ,αὐτοῦ,αὐτός,same,suo1,suo1,suo1,
1133200100,RR,----NSN-,ὃ,ὃ,ὅ,ὅς,-,Esso,Esso,Esso,
1133200200,A-,----NSNC,μικρότερον,μικρότερον,μικρότερον,μικρός,-,il2 più3 piccolo4,il2 più3 piccolo4,il3 più4 piccolo5,
1133200300,C-,--------,μέν,μέν,μέν,μέν,and,-,-,sì2,
1133200400,V-,3PAI-S--,ἐστιν,ἐστιν,ἐστί(ν),εἰμί,-,è1,è1,è1,
1133200500,A-,----GPN-,πάντων,πάντων,πάντων,πᾶς,all,di tutti,di tutti,di tutti,
1133200600,RA,----GPN-,τῶν,τῶν,τῶν,ὁ,-,i,i,i,
1133200700,N-,----GPN-,"σπερμάτων,",σπερμάτων,σπερμάτων,σπέρμα,seed,semi,semi,semi,
1133200800,C-,--------,ὅταν,ὅταν,ὅταν,ὅταν,whenever,quando2,quand'2,quando2,
1133200900,C-,--------,δὲ,δὲ,δέ,δέ,and,ma1,ma1,ma1,
1133201000,V-,3APS-S--,αὐξηθῇ,αὐξηθῇ,αὐξηθῇ,αὐξάνω,to increase,è cresciuto,è cresciuto,è cresciuto,
1133201100,A-,----NSNC,μεῖζον,μεῖζον,μεῖζον,μέγας,much,maggiore2,maggiore2,maggiore2,
1133201200,RA,----GPN-,τῶν,τῶν,τῶν,ὁ,-,degli3,degli3,degli3,
1133201300,N-,----GPN-,λαχάνων,λαχάνων,λαχάνων,λάχανον,garden plant,ortaggi4,ortaggi4,ortaggi4,
1133201400,V-,3PAI-S--,ἐστὶν,ἐστὶν,ἐστί(ν),εἰμί,-,è1,è1,è1,
1133201500,C-,--------,καὶ,καὶ,καί,καί,and,e,e,e,
1133201600,V-,3PMI-S--,γίνεται,γίνεται,γίνεται,γίνομαι,to be formed,diventa,diventa,diventa,
1133201700,N-,----NSN-,"δένδρον,",δένδρον,δένδρον,δένδρον,tree,un albero,un albero,albero,
1133201800,C-,--------,ὥστε,ὥστε,ὥστε,ὥστε,therefore,tanto che,tanto che,tanto che,
1133201900,V-,-AAN----,ἐλθεῖν,ἐλθεῖν,ἐλθεῖν,ἔρχομαι,to come,vengono5,vengono5,vengono5,
1133202000,RA,----APN-,τὰ,τὰ,τά,ὁ,-,gli1,gli1,gli1,
1133202100,A-,----APN-,πετεινὰ,πετεινὰ,πετεινά,πετεινόν,bird,uccelli2,uccelli2,uccelli2,
1133202200,RA,----GSM-,τοῦ,τοῦ,τοῦ,ὁ,-,del3,del3,del3,
1133202300,N-,----GSM-,οὐρανοῦ,οὐρανοῦ,οὐρανοῦ,οὐρανός,sky,cielo4,cielo4,cielo4,
1133202400,C-,--------,καὶ,καὶ,καί,καί,and,a,a,a,
1133202500,V-,-PAN----,κατασκηνοῦν,κατασκηνοῦν,κατασκηνοῦν,κατασκηνόω,to nest,ripararsi,ripararsi,ripararsi,
1133202600,P-,--------,ἐν,ἐν,ἐν,ἐν,inside,tra,tra,tra,
1133202700,RA,----DPM-,τοῖς,τοῖς,τοῖς,ὁ,-,i,i,i,
1133202800,N-,----DPM-,κλάδοις,κλάδοις,κλάδοις,κλάδος,branch (of a tree or woody shrub),rami2,rami2,rami2,
1133202900,RP,----GSN-,αὐτοῦ.,αὐτοῦ,αὐτοῦ,αὐτός,same,suoi1,suoi1,suoi1,
1133300100,A-,----ASF-,Ἄλλην,Ἄλλην,ἄλλην,ἄλλος,different,un'3 altra4,un'3 altra4,un'3 altra4,
1133300200,N-,----ASF-,παραβολὴν,παραβολὴν,παραβολήν,παραβολή,parable,parabola5,parabola5,parabola5,
1133300300,V-,3AAI-S--,ἐλάλησεν,ἐλάλησεν,ἐλάλησε(ν),λαλέω,to speak,Disse1,Disse1,Disse1,
1133300400,RP,----DPM-,αὐτοῖς·,αὐτοῖς,αὐτοῖς,αὐτός,same,loro2,loro2,loro2,
1133300500,A-,----NSF-,Ὁμοία,Ὁμοία,ὁμοία,ὅμοιος,like,simile11 al12,simile11 al12,simile11 al12,
1133300600,V-,3PAI-S--,ἐστὶν,ἐστὶν,ἐστί(ν),εἰμί,-,è10,è10,è10,
1133300700,RA,----NSF-,ἡ,ἡ,ἡ,ὁ,-,Il6,Il6,Il6,
1133300800,N-,----NSF-,βασιλεία,βασιλεία,βασιλεία,βασιλεία,rule,regno7,regno7,regno7,
1133300900,RA,----GPM-,τῶν,τῶν,τῶν,ὁ,-,dei8,dei8,dei8,
1133301000,N-,----GPM-,οὐρανῶν,οὐρανῶν,οὐρανῶν,οὐρανός,sky,cieli9,cieli9,cieli9,
1133301100,N-,----DSF-,"ζύμῃ,",ζύμῃ,ζύμῃ,ζύμη,yeast,lievito,lievito,lievito,
1133301200,RR,----ASF-,ἣν,ἣν,ἥν,ὅς,-,che,che,che,
1133301300,V-,-AAPNSF-,λαβοῦσα,λαβοῦσα,λαβοῦσα,λαμβάνω,to take hold of,prende3,prende3,prende3,
1133301400,N-,----NSF-,γυνὴ,γυνὴ,γυνή,γυνή,woman,una1 donna2,una1 donna2,una1 donna2,
1133301500,V-,3AAI-S--,ἐνέκρυψεν,ἐνέκρυψεν,ἐνέκρυψε(ν),ἐγκρύπτω,to put into,{e} nasconde,{e} nasconde,{e} nasconde,
1133301600,P-,--------,εἰς,εἰς,εἰς,εἰς,to,in,in,in,
1133301700,N-,----GSN-,ἀλεύρου,ἀλεύρου,ἀλεύρου,ἄλευρον,wheat flour,di3 farina4,di3 farina4,di3 farina4,
1133301800,N-,----APN-,σάτα,σάτα,σάτα,σάτον,saton,misure2,misure2,misure2,
1133301900,A-,----APN-,τρία,τρία,τρία,τρεῖς,-,tre1,tre1,tre1,
1133302000,P-,--------,ἕως,ἕως,ἕως,ἕως,until,finché,finché,finché,
1133302100,RR,----GSM-,οὗ,οὗ,οὗ,ὅς,-,{la} {pasta} sia,{la} {pasta} sia,{la} {pasta} sia,
1133302200,V-,3API-S--,ἐζυμώθη,ἐζυμώθη,ἐζυμώθη,ζυμόω,to use yeast,lievitata2,lievitata2,lievitata2,
1133302300,A-,----NSN-,ὅλον.,ὅλον,ὅλον,ὅλος,whole,tutta1,tutta1,tutta1,
1133400100,RD,----APN-,Ταῦτα,Ταῦτα,ταῦτα,οὗτος,-,queste2 cose3,queste2 cose3,queste4 cose5,
1133400200,A-,----APN-,πάντα,πάντα,πάντα,πᾶς,all,Tutte1,Tutte1,tutte3,
1133400300,V-,3AAI-S--,ἐλάλησεν,ἐλάλησεν,ἐλάλησε(ν),λαλέω,to speak,disse,disse,disse2,
1133400400,RA,----NSM-,ὁ,ὁ,ὁ,ὁ,-,>,>,>,
1133400500,N-,----NSM-,Ἰησοῦς,Ἰησοῦς,Ἰησοῦς,Ἰησοῦς,Jesus,Gesù,Gesù,Gesù1,
1133400600,P-,--------,ἐν,ἐν,ἐν,ἐν,inside,in,in,in,
1133400700,N-,----DPF-,παραβολαῖς,παραβολαῖς,παραβολαῖς,παραβολή,parable,parabole,parabole,parabole,
1133400800,RA,----DPM-,τοῖς,τοῖς,τοῖς,ὁ,-,alla,alle,alle,
1133400900,N-,----DPM-,"ὄχλοις,",ὄχλοις,ὄχλοις,ὄχλος,crowd,folla,folle,folle,
1133401000,C-,--------,καὶ,καὶ,καί,καί,and,e,e,e,
1133401100,P-,--------,χωρὶς,χωρὶς,χωρίς,χωρίς,without,senza,senza,senza,
1133401200,N-,----GSF-,παραβολῆς,παραβολῆς,παραβολῆς,παραβολή,parable,parabole,parabole,parabola,
1133401300,A-,----ASN-,οὐδὲν,οὐδὲν,οὐδέν,οὐδείς,-,non1 nulla4,non1 nulla4,non1 nulla4,
1133401400,V-,3IAI-S--,ἐλάλει,ἐλάλει,ἐλάλει,λαλέω,to speak,diceva2,diceva2,diceva2,
1133401500,RP,----DPM-,αὐτοῖς·,αὐτοῖς,αὐτοῖς,αὐτός,same,loro3,loro3,loro3,
1133500100,C-,--------,ὅπως,ὅπως,ὅπως,ὅπως,how,affinché,affinché,affinché,
1133500200,V-,3APS-S--,πληρωθῇ,πληρωθῇ,πληρωθῇ,πληρόω,to fill,si adempisse,si adempisse,si adempisse,
1133500300,RA,----NSN-,τὸ,τὸ,τό,ὁ,-,quello che,quello che,quello che,
1133500400,V-,-APPNSN-,ῥηθὲν,ῥηθὲν,ῥηθέν,λέγω,to say,era stato detto,era stato detto,era stato detto,
1133500500,P-,--------,διὰ,διὰ,διά,διά,through,per mezzo,per mezzo,per mezzo,
1133500600,RA,----GSM-,τοῦ,τοῦ,τοῦ,ὁ,-,del,del,del,
1133500700,N-,----GSM-,προφήτου,προφήτου,προφήτου,προφήτης,prophet,profeta,profeta,profeta,
1133500800,V-,-PAPGSM-,λέγοντος·,λέγοντος,λέγοντος,λέγω,to say,-,-,-,
1133500900,V-,1FAI-S--,Ἀνοίξω,Ἀνοίξω,ἀνοίξω,ἀνοίγω,to open,Aprirò,Aprirò,Aprirò,
1133501000,P-,--------,ἐν,ἐν,ἐν,ἐν,inside,in,in,in,
1133501100,N-,----DPF-,παραβολαῖς,παραβολαῖς,παραβολαῖς,παραβολή,parable,parabole,parabole,parabole,
1133501200,RA,----ASN-,τὸ,τὸ,τό,ὁ,-,la,la,la,
1133501300,N-,----ASN-,στόμα,στόμα,στόμα,στόμα,mouth,bocca2,bocca2,bocca2,
1133501400,RP,----GS--,"μου,",μου,μου,ἐγώ,-,mia1,mia1,mia1,
1133501500,V-,1FMI-S--,ἐρεύξομαι,ἐρεύξομαι,ἐρεύξομαι,ἐρεύγομαι,to proclaim,proclamerò,proclamerò,esporrò,
1133501600,V-,-XPPAPN-,κεκρυμμένα,κεκρυμμένα,κεκρυμμένα,κρύπτω,to keep safe,cose nascoste,cose nascoste,cose nascoste,
1133501700,P-,--------,ἀπὸ,ἀπὸ,ἀπό,ἀπό,from,fin dalla,fin dalla,fin dalla,
1133501800,N-,----GSF-,καταβολῆς.,καταβολῆς,καταβολῆς,καταβολή,creation,fondazione,fondazione,fondazione,
1133501850,N-,----GSM-,κόσμου.,κόσμου,κόσμου,κόσμος,,del mondo,del mondo,del mondo,
1133600100,D-,--------,Τότε,Τότε,τότε,τότε,then,Allora,Allora,Allora,
1133600200,V-,-AAPNSM-,ἀφεὶς,ἀφεὶς,ἀφείς,ἀφίημι,to let go away,{Gesù} lasciata,{Gesù} lasciate,{Gesù} lasciate,
1133600300,RA,----APM-,τοὺς,τοὺς,τούς,ὁ,-,la,le,le,
1133600400,N-,----APM-,ὄχλους,ὄχλους,ὄχλους,ὄχλος,crowd,folla,folle,folle,
1133600500,V-,3AAI-S--,ἦλθεν,ἦλθεν,ἦλθε(ν),ἔρχομαι,to come,tornò,tornò,tornò,
1133600600,P-,--------,εἰς,εἰς,εἰς,εἰς,to,a,a,a,
1133600700,RA,----ASF-,τὴν,τὴν,τήν,ὁ,-,>,>,>,
1133600800,N-,----ASF-,οἰκίαν.,οἰκίαν,οἰκίαν,οἰκία,house,casa,casa,casa,
1133600900,C-,--------,καὶ,καὶ,καί,καί,and,e,e,e,
1133601000,V-,3AAI-P--,προσῆλθον,προσῆλθον,προσῆλθον,προσέρχομαι,to move toward,si5 avvicinarono6,si5 avvicinarono6,si5 accostarono6,
1133601100,RP,----DSM-,αὐτῷ,αὐτῷ,αὐτῷ,αὐτός,same,gli4,gli4,gli4,
1133601200,RA,----NPM-,οἱ,οἱ,οἱ,ὁ,-,i1,i1,i1,
1133601300,N-,----NPM-,μαθηταὶ,μαθηταὶ,μαθηταί,μαθητής,disciple,discepoli3,discepoli3,discepoli3,
1133601400,RP,----GSM-,αὐτοῦ,αὐτοῦ,αὐτοῦ,αὐτός,same,suoi2,suoi2,suoi2,
1133601500,V-,-PAPNPM-,λέγοντες·,λέγοντες,λέγοντες,λέγω,to say,dicendo,dicendo,dicendo,
1133601600,V-,2AAD-S--,Διασάφησον,Διασάφησον,διασάφησον,διασαφέω,to make clear,Spiegaci,Spiegaci,Spiegaci,
1133601700,RP,----DP--,ἡμῖν,ἡμῖν,ἡμῖν,ἐγώ,-,<,<,<,
1133601800,RA,----ASF-,τὴν,τὴν,τήν,ὁ,-,la,la,la,
1133601900,N-,----ASF-,παραβολὴν,παραβολὴν,παραβολήν,παραβολή,parable,parabola,parabola,parabola,
1133602000,RA,----GPN-,τῶν,τῶν,τῶν,ὁ,-,della,delle,delle,
1133602100,N-,----GPN-,ζιζανίων,ζιζανίων,ζιζανίων,ζιζάνιον,darnel grass,zizzania,zizzanie,zizzanie,
1133602200,RA,----GSM-,τοῦ,τοῦ,τοῦ,ὁ,-,nel,nel,del,
1133602300,N-,----GSM-,ἀγροῦ.,ἀγροῦ,ἀγροῦ,ἀγρός,field,campo,campo,campo,
1133700100,RA,----NSM-,ὁ,ὁ,ὁ,ὁ,-,Egli,Egli,egli2,
1133700200,C-,--------,δὲ,δὲ,δέ,δέ,and,-,-,Ed1,
1133700300,V-,-APPNSM-,ἀποκριθεὶς,ἀποκριθεὶς,ἀποκριθείς,ἀποκρίνομαι,to answer,rispose,rispose,rispondendo,
1133700400,V-,3AAI-S--,εἶπεν·,εἶπεν,εἶπε(ν),λέγω,to say,-,-,disse,
1133700450,RP,----DPM-,αὐτοῖς·,αὐτοῖς,αὐτοῖς,αὐτός,,*,loro,loro,
1133700500,RA,----NSM-,Ὁ,Ὁ,ὁ,ὁ,-,Colui che,Colui che,Colui che,
1133700600,V-,-PAPNSM-,σπείρων,σπείρων,σπείρων,σπείρω,to sow,semina,semina,semina,
1133700700,RA,----ASN-,τὸ,τὸ,τό,ὁ,-,il,il,la,
1133700800,A-,----ASN-,καλὸν,καλὸν,καλόν,καλός,good,buon,buon,buona,
1133700900,N-,----ASN-,σπέρμα,σπέρμα,σπέρμα,σπέρμα,seed,seme,seme,semenza,
1133701000,V-,3PAI-S--,ἐστὶν,ἐστὶν,ἐστί(ν),εἰμί,-,è,è,è,
1133701100,RA,----NSM-,ὁ,ὁ,ὁ,ὁ,-,il,il,il,
1133701200,N-,----NSM-,υἱὸς,υἱὸς,υἱός,υἱός,son,Figlio,Figlio,Figlio,
1133701300,RA,----GSM-,τοῦ,τοῦ,τοῦ,ὁ,-,dell',dell',dell',
1133701400,N-,----GSM-,ἀνθρώπου·,ἀνθρώπου,ἀνθρώπου,ἄνθρωπος,(in the singular) person,uomo,uomo,uomo,
1133800100,RA,----NSM-,ὁ,ὁ,ὁ,ὁ,-,il,il,il,
1133800200,C-,--------,δὲ,δὲ,δέ,δέ,and,-,-,-,
1133800300,N-,----NSM-,ἀγρός,ἀγρός,ἀγρός,ἀγρός,field,campo,campo,campo,
1133800400,V-,3PAI-S--,ἐστιν,ἐστιν,ἐστί(ν),εἰμί,-,è,è,è,
1133800500,RA,----NSM-,ὁ,ὁ,ὁ,ὁ,-,il,il,il,
